,tweet
907,Democrats hate America. That should be clear to anyone watching their policies. No one should be surprised that the majority of Dems wouldn’t fight for their country if invaded. They’ll just move to the communist utopia of their choosing and find out what it’s like the hard way.
908,I understand the “adults” are back in charge but maybe focus on reducing our dependence on Russian energy by opening the Keystone Pipeline rather than this childish bs!!!
909,I’m with him!!!  https://t.co/borJW1fduN
910,Who’s gonna tell her? https://t.co/vSwm71cCTF
911,Help my friend @MikeLeeforUtah by supporting his campaign. A true conservative and a real fighter for America!  https://t.co/ffYoFQbydF
912,"While Biden's weak globalism is failing, Trump's strong America First foreign policy protected America, deterred Russia &amp; led to peace.

Great OpEd from @JohnRatcliffe &amp; @Cliff_Sims!!!

The Federalist: Fear Of Donald Trump Kept Putin From Invading Ukraine

https://t.co/vl293fC917"
913,Posted without further commentary https://t.co/r7wyRyOIcb
914,Because China would do 1000 X more damage to the finances of America’s oligarchs than we could ever dream of doing to the Russian oligarchs. China owns corp America &amp; its rulers who couldn’t care less about what happens to Taiwan or the Uighurs if it hurts their bottom line.
915,"TELL Biden to stop surrendering American Energy Independence to Vladimir Putin -- APPROVE THE KEYSTONE PIPELINE NOW 
https://t.co/zlvr56MkEb"
916,It looks like someone sent her some insider trading stock tips.
917,Joe Biden’s State of The Union is Denial. #SOTU #SOTU2022
918,"Joe, the reason American’s need an AR-15 with a 30 round magazine isn’t a deer in a Kevlar vest it’s what you’re watching take place on the news 24/7 this week in Ukraine🇺🇦 #sotu"
919,"Joe Biden wants to help young transgender individuals achieve their utmost potential… admirable, but it seems their only focus is doing so in women’s sports. #SOTU"
920,So the guy whose entire party wanted to defund the police for the last few years and went after them aggressively while wanting to employ social workers/social justice warriors in their stead now wants to support the police… Totally get it. #SOTU #SOTU2022
921,WTF https://t.co/EIJOS6CL5R
922,"Insulin pricing Joe, really? Why did you do this and why won’t anyone in the media call you out for it? #SOTU #SOTU2022 https://t.co/sUYAoT7CMd"
923,“Lower your cost not your wages” why don’t we start with energy Joe? #SOTU
924,Close enough guys 😬 #SOTU2022
925,A few weeks ago this would have been labeled Misinformation. We need to know what CDC knew and when they knew it. They forced people to get vaccines who didn’t want them and didn’t need them. They discharged active duty military over this.
926,Who’s ready? #SOTU2022 https://t.co/NxwueB7Dy9
927,Here’s a preview of tonight’s SOTU address #SOTU2022 https://t.co/oogV7cQOLw
928,Hahahahaha! Seems legit. https://t.co/ucpFNPDvxN
929,Joe Biden has failed. His radical policies are devastating Americans who are struggling to pay bills &amp; put food on the table. Voters are fed up with Democrats’ empty rhetoric - a  Biden speech will not change their minds. It’s time to demand Biden RESIGN! https://t.co/kn0m7BDW8D
930,"Now if only America had the ability to be energy independent… Oh, wait we do and Trump made it happen."
931,Thanks Democrats. You guys and your policies are doing an awesome job. Hey America this could be your town too if you keep voting Democrat.
932,Yikes! Also 54 percent think Biden mentally incapable of serving (including 59 percent of independents)
933,Should the Government be allowed to view your banking transactions? https://t.co/iYnguuutgT
934,"Well this makes perfect sense. The Biden Admin is almost as cozy with the CCP as @RepSwalwell was with Fang Fang. Btw, no wonder they’re not pressing China on COVID origins -- they wouldn’t want to upset their CCP pals! https://t.co/0qd7otDkje"
935,Biden won’t sanction Putin today and he won’t even answer why… I guess whatever Putin has on Hunter/The Big Guy is even worse than what we’ve all seen on the laptop from hell.
936,I could really use a mean Tweet and forgo a ground war with Russia right about now.
937,But no mean Tweets!!!
938,Maybe it’s time we start worrying about real shit instead of our pronouns?
939,Well I personally am shocked that this wasn’t a deterrent! https://t.co/urFMx0lNHD
940,Here we go.
941,What are the odds that Joe Biden is up right now guiding our response to the Ukraine situation?
942,Did anyone really think that Putin would respect Biden for even a moment or were you just ok selling that to make him seem like a viable leader rather than the feckless dementia riddled old man the rest of the world sees?
943,"The mistake Republicans made here was naming @GovChristie Co-Chairman of the National Republican Redistricting Trust, instead of naming him to a role he's actually qualified for, like Co-Chairman of the National Republican Twinkie Trust."
944,She’s probably higher than her eyebrows.
945,I remember when they stopped Ted Cruz from trying to do just this a few weeks ago. What changed?
946,"They’re really trying to do this aren’t they? I mean it’s incredible. I don’t know whether to be upset or impressed with the level of brazen insanity it takes to try to pull this off to run cover for Democrats.
Issues plaguing us for a year due to 2 weeks of turmoil in Ukraine!"
947,"That’s because there is no American interest that justifies our intervention in Ukraine, unless of course you consider all the shady deals Hunter Biden has going on over there to be an American interest."
948,"Radical liberals are still fighting to force kids to wear mask in schools, while celebrities and politicians party maskless at the Super Bowl. Enough is enough. It’s time to VOTE OUT any elected official that doesn’t lift all mandates now. https://t.co/vEu6W2Bkux"
949,Who didn’t see this coming?
950,You can choose where your hard earned money goes. You can support AT&amp;T who is CNN’s parent company &amp; give them your $$$ to pay the salaries of commies that hate you or give it to folks like @PatriotMobile that share your values and give back to causes you support.
951,It’s almost like they don’t know that not listening to the people is what got them here in the first place.
952,AOC just wants to date Tucker.
953,Big win for feminism and women’s sports.
954,😳🤣😳🤣😳
955,What changed?
956,Who wants to bet that all the people the Canadian police are crushing &amp; arresting simply for peacefully protesting backed the police while anarchy reigned for 2 years and the tyrants on the left who gave them the orders this week tried to portray them as the devil &amp; defund them?
957,"Remember when they told you that all the leftist leaders were caring, compassionate, freedom loving institutions and Donald Trump was the totalitarian despot hungry for power. 

How’s that all working out?"
958,I’m going to go out in a limb here and assume the prison cams weren’t working in his cell either. Am I Right?
959,Except Biden gave them a lifeline by shutting down our pipelines while letting Russia have theirs. That will literally fuel their ability to remain viable. Great work Joe.
960,Since the media is fine doxing ordinarily people for donating a few bucks to the Freedom Convoy Truckers you’d think they’d be fine doing the same to the pedophile scum named in Ghislaine Maxwell’s trial complaints… but you’d be wrong.
961,Better than wearing blackface again.
962,Hey Wyoming pay attention to this today! #WY #Wyoming https://t.co/bbxoSSNLMv
963,😬😬😬 good thing Democrats are at least focused on Ukraine’s border. #americalast
964,You knew it was coming folks.
965,"Radical liberals are still fighting to force kids to wear mask in schools, while celebrities and politicians party maskless at the Super Bowl. Enough is enough. VOTE OUT any elected official that doesn’t lift all mandates now!!! https://t.co/vEu6W2Bkux"
966,Checks out. I’m never sick!!! 😉
967,Hey who needs to worry about China when we need to get woke?!?
968,I didn’t have this in my BINGO card.
969,Strange that they didn’t look into any of it when Kamala Harris was literally raising money to bail out violent looters and rioters.
970,Rather than taking the opportunity to vocally and aggressively come out against tyrannical government leadership in Canada The Media has instead chosen to Dox innocent people/businesses based on illegally hacked data for small dollar donations to peacefully protesting truckers!👍
971,Twitter shutting down @DefiantLs account which does nothing more than highlight leftist hypocrisy in their own words and with their own tweets is a new low even for them. They didn’t shut down the accounts putting out the leftist hate/hypocrisy just the one highlighting it. 🙄
972,"BREAKING: @US_FDA Executive Officer on Hidden Cam Reveals Future COVID policy

“@JoeBiden wants to inoculate as many people as possible”

'You’ll have to get an annual shot'

""They're[FDA] not going to not approve it”

#ExposeFDA https://t.co/Tedu07XFNI"
973,"He put them in a position to weaponize energy and is now warning them not to use the weapon he handed them. What a moron. 

“It would be a major mistake.' Biden official warns Russia against weaponizing energy - CNN https://t.co/RxxHzHTx5D"
974,The President of El Salvador.
975,Except the charges were for foreign donations to Hillary. I know details like that don’t mean much to you or your network but you should at least try.
976,"The media has a great opportunity to show that journalism isn’t dead and gain back some of the respect they’ve forfeited over the last few years of their partisan activism by condemning what’s going on in Canada right now. 

Unfortunately I think they’ll sit it out."
977,If this was a 3rd world banana republic our media would be condemning this tyrannical behavior and be rightfully outraged but since they like the narrative they’re silent.
978,"To ensure democracy Castro Jr will change the law to smash the truckers. 

“We are broadening the scope of Canada's anti-money laundering and terrorist financing rules so that they cover Crowd Funding Platforms and the payment service providers they use.”
 https://t.co/DRB3SMFo9e"
979,"Castro Jr “we will always defend the rights of Canadians to peaceful assembly and freedom of expression...""

Except for right now because he doesn’t like what they’re saying."
980,If only the Biden Administration cared as much about Fentanyl coming from Mexico.
981,“Former DNI @JohnRatcliffe met with Special Counsel John Durham on more than one occasion and told him there was evidence in intelligence to support the indictments of ‘multiple people’ in his investigation into the origins of the Trump-Russia probe.” https://t.co/AzRlAWIyBg
982,Eminem getting ready to perform at the Super Bowl halftime show. #HalfTimeShow #SuperBowl https://t.co/PYyRei2dJF
983,SOFI Stadium filling up nicely… looks like a serious “state of emergency” 🙄 #SuperBowl
984,Biden’s current national security advisor was intimately involved in the activities for which Durham is now bringing indictments. Any self-respecting journalist should be demanding the @WhiteHouse and @PressSec answer questions about this.
985,OMG - LITERALLY WORSE THAN 9/11!!! How can this be allowed.
986,#TrumpWasRight #LockHerUp
987,"Where’s the “Worse Than Watergate” crew. Given that spying continued into DJT’s presidency, it is now literally Worse Than Watergate? Where’s Bob Woodward? Since that’s his only shtick for 50 years you’d think they’d wheel him out from whatever rock he’s hiding under… right?"
988,"The same group of woke activists that told us to “believe in something, even if it means sacrificing everything” doesn’t want anything to do with @EnesFreedom, who actually lives that phrase every day. You can always tell the difference between the grifters &amp; the real deal. #nba"
989,#TrumpWasRight
990,"Imagine that, yet another “Trump Conspiracy Theory” that Trump was 100% right about. Why are all the conspiracies totally on point 6 months after media pretends they’re not? Remember the outrage when DJT said they were spying on him… well it turns out they were and now crickets!"
991,"BREAKING: Donald Trump and the RNC funded SIGINT collection AGAINST the Executive Office of the President of the United States, just like the Russians do. This is TREASON!

Just kidding, it was Hillary Clinton and a big tech executive. Durham is coming."
992,Remember folks you can choose where your hard earned money goes. You can support AT&amp;T who is CNN’s parent company &amp; give them your $$$ to pay the salaries of commies that hate you or give it to folks like @PatriotMobile that share your values and give back to causes you support.
993,All those people &amp; media sources trying to dunk on Marjorie Taylor Greene for 48 hours straight over a word slip-up should really go watch Joe Biden speak pretty much anywhere. I look forward to their commentary. @RepMTG
994,OMG she misgendered (or gendered or who the hell knows at this point) herself!!!! Send her to the Gulags!
995,"Wyoming you can do so much better than this D.C. beltway warmonger. Just wanted to make sure you all understand what she thinks of those who put her in office. #wy 

Liz Cheney Snubs Voters To Mingle With Reporters Instead, Calling Constituents ‘Crazies’ https://t.co/swlIqGZJYo"
996,What company is making the Biden administration crack pipes? I gotta buy that stock… I don’t want to miss out like I did on Moderna and Pfizer!
997,"Wyoming can do so much better than this D.C. Beltway carpetbagger/warmonger!

#WY Vote @HagemanforWY"
998,The beatings will continue until morale improves!!!
999,"Are Democrats saying it will no longer be a “Winter of Death?”

What changed?"
1000,"Crack pipes &gt;  Hydroxychloroquine

Thanks Democrats!"
